s_no,title,body,industry,Region,source,date,latitude,longitude
494,Procurement of 1344-2340JHWZ0040 Bidding of High Pressure Instrument Valve for Jilin Petrochemical Company Refining and Chemical Transformation &Upgrading Project (2),"1344-2340JHWZ0040,Bidding of High Pressure Instrument Valve for Jilin Petrochemical Company Refining and Chemical Transformation &Upgrading Project ",Manufacture of Measuring Instruments and Machinery ,ChinaJilin,Currency,2023-10-21,43.7289674,126.1997366
495,"Procurement of 0729-234OIT300575 Procurement project of telescope mirror materials of Nanjing Institute of Astronomy and Optics Technology, Chinese Academy of Sciences(1)","0729-234OIT300575,Procurement project of telescope mirror materials of Nanjing Institute of Astronomy and Optics Technology,",Research and Experimental Development,ChinaJiangsu,Currency,2023-10-20,33.0000001,119.9999999
496,Procurement of 0687-234020230068/07 Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement(1),"0687-234020230068/07,Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement",Health ,ChinaHainan,Currency,2023-10-20,19.2000001,109.5999999
497,Procurement of 0687-234020230068/02 Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement(1),"0687-234020230068/02,Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement",Health ,ChinaHainan,Currency,2023-10-20,19.2000001,109.5999999
498,Procurement of 0687-234020230068/09 Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement(1),"0687-234020230068/09,Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement",Health ,ChinaHainan,Currency,2023-10-20,19.2000001,109.5999999
499,Procurement of 0687-234020230068/08 Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement(1),"0687-234020230068/08,Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement",Health ,ChinaHainan,Currency,2023-10-20,19.2000001,109.5999999
500,Procurement of 0687-234020230068/06 Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement(1),"0687-234020230068/06,Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement",Health ,ChinaHainan,Currency,2023-10-20,19.2000001,109.5999999
501,Procurement of 0687-234020230068/05 Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement(1),"0687-234020230068/05,Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement",Health ,ChinaHainan,Currency,2023-10-20,19.2000001,109.5999999
502,Procurement of 0687-234020230068/04 Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement(1),"0687-234020230068/04,Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement",Health ,ChinaHainan,Currency,2023-10-20,19.2000001,109.5999999
503,Procurement of 0687-234020230068/03 Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement(1),"0687-234020230068/03,Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement",Health ,ChinaHainan,Currency,2023-10-20,19.2000001,109.5999999
504,Procurement of 0687-234020230068/01 Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement(1),"0687-234020230068/01,Hainan Provincial People's Hospital South Hospital (Mission Hills) project equipment procurement",Health ,ChinaHainan,Currency,2023-10-20,19.2000001,109.5999999
505, Procurement of 0811-234DSITC2784 Cell imaging electronic endoscopic diagnosis and treatment system(1),"0811-234DSITC2784,Cell imaging electronic endoscopic diagnosis and treatment system",Health ,ChinaShanghai,Currency,2023-10-20,31.2312707,121.4700152
506,Procurement of 0885-2340JWGJ0025 Jining Medical Development Group Limited Liability Company Medical Equipment Procurement Project (Third Batch)(1),"0885-2340JWGJ0025,Jining Medical Development Group Limited Liability Company Medical Equipment Procurement Project (Third Batch)",Health ,ChinaShandong,Currency,2023-10-20,36.398987,118.5055691
507,Procurement of 0628-234010102006 4D dynamic body scanning system(1),"0628-234010102006,4D dynamic body scanning system",Research and Experimental Development,ChinaJiangxi,Currency,2023-10-20,28.0,116.0
508,Procurement of 1069-234Z20233182 The second batch of submarine wet plug and plug composite cable heavy(2),"1069-234Z20233182,The second  batch of submarine wet plug and plug composite cable heavy",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-20,31.2312707,121.4700152
509,Procurement of 1069-234Z20233892 Shanghai Normal University comprehensive physical property measurement system project(1),"1069-234Z20233892,Shanghai Normal University comprehensive physical property measurement system project",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-20,31.2312707,121.4700152
510,Procurement of 0664-2340SUMECK28 High speed spinning draft winding machine(1),"0664-2340SUMECK28,High speed spinning draft winding machine",Manufacture of General-purpose Machinery,ChinaJiangsu,Currency,2023-10-20,33.0000001,119.9999999
511,Procurement of 0664-2340SUMECA73/21 Ice slurry system equipment(1),"0664-2340SUMECA73/21,Ice slurry system equipment",Manufacture of Foods,ChinaShandong,Currency,2023-10-20,36.398987,118.5055691
512,Procurement of 0660-2340DL441523 procurement of Cells Inspection Service for BEST research&development and industrialization project for New energy vehicles ternary material(1),"0660-2340DL441523,procurement of Cells Inspection Service for BEST research&development and industrialization project ",Manufacture of General-purpose Machinery,The Republic of Korea,Currency,2023-10-20,13.7678609,100.5779453
513,Procurement of 1143-2340ZRGJ0050 CNC Turning and Milling (Milling machine) composite machining center(1),"1143-2340ZRGJ0050,CNC Turning and Milling (Milling machine) composite machining center",Other Manufactures,ChinaShaanxi,Currency,2023-10-20,35.5895959,109.3013107
514,Procurement of 0664-2340SUMECK33 Deep UV lithography machine(1),"0664-2340SUMECK33,Deep UV lithography machine","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaGuangdong,Currency,2023-10-20,23.1357694,113.1982688
515,Procurement of 0612-2340M3241127/03 Flip welding machine procurement project(1),"0612-2340M3241127/03,Flip welding machine procurement project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaGuangdong,Currency,2023-10-20,23.1357694,113.1982688
516,Procurement of 0747-2340SCCZX504 International Competitive Bidding Procurement of Special Material Pneumatic Control Butterfly Valve Framework Agreement for Sinochem Energy Quanzhou (2),"0747-2340SCCZX504,International Competitive Bidding Procurement of Special Material Pneumatic Control Butterfly Valve Framework Agreement ",Manufacture of Raw Chemical Materials and Chemical  Products,ChinaFujian,Currency,2023-10-20,26.193218,118.2208721
517,Procurement of 0612-2340M3241127/02 Ultrasonic scanner procurement project(1),"0612-2340M3241127/02,Ultrasonic scanner procurement project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaGuangdong,Currency,2023-10-20,23.1357694,113.1982688
518,Procurement of 0729-234OIT322027/01 Electron Beam Evaporation(1),"0729-234OIT322027/01,Electron Beam Evaporation",Research and Experimental Development,ChinaBeijing,Currency,2023-10-20,39.9057136,116.3912972
519,Procurement of 0729-234OIT322027/02 PPMS DynaCool Cryogen-free System(1),"0729-234OIT322027/02,PPMS DynaCool Cryogen-free System",Research and Experimental Development,ChinaBeijing,Currency,2023-10-20,39.9057136,116.3912972
520,Procurement of 0747-2340SCCZX503 International Competitive Bidding Procurement of Special Single Seat Pneumatic Control Valve Framework Agreement for Sinochem Energy Quanzhou (2),"0747-2340SCCZX503,International Competitive Bidding Procurement of Special Single Seat Pneumatic Control Valve Framework Agreement ",Manufacture of Raw Chemical Materials and Chemical  Products,ChinaFujian,Currency,2023-10-20,26.193218,118.2208721
521,"Procurement of 1473-2340GK01H056/ Jinan Yangxun New Material Technology Co., Ltd. vector network analyzer bidding announcement","1473-2340GK01H056/,Vector network analyzer",Manufacture of Measuring Instruments and Machinery ,ChinaShandong,Currency,2023-10-20,36.398987,118.5055691
522,Procurement of 4700-234A2023H130 Shanghai Mental Health Center severe mental illness clinical diagnosis and treatment center logistics system procurement project(1),"4700-234A2023H130,Shanghai Mental Health Center severe mental illness clinical diagnosis and treatment center logistics system procurement project",Health ,ChinaShanghai,Currency,2023-10-20,31.2312707,121.4700152
523,Procurement of 0747-2340SCCZQ186 Frequency domain characteristics testing and verification equipment for ultra high speed signal physical layer International Bidding Announcement,"0747-2340SCCZQ186,Frequency domain characteristics testing and verification equipment for ultra high speed signal physical layer","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaShanghai,Currency,2023-10-20,31.2312707,121.4700152
524,Procurement of 4700-234A2023H128 Shanghai East Hospital flow cell separator procurement project(1),"4700-234A2023H128,Shanghai East Hospital flow cell separator procurement project",Health ,ChinaShanghai,Currency,2023-10-20,31.2312707,121.4700152
525,Procurement of 0612-2340M3241127/01 Heat sink bonding procurement item(1),"0612-2340M3241127/01,Heat sink bonding procurement item","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaGuangdong,Currency,2023-10-20,23.1357694,113.1982688
526,Procurement of 0610-2341IH071373 Harbin Institute of Technology Whole Genome Sequencer (including Database Building Instrument)(2),"0610-2341IH071373,Harbin Institute of Technology Whole Genome Sequencer (including Database Building Instrument)",Manufacture of General-purpose Machinery,ChinaHeilongjiang,Currency,2023-10-20,48.0000047,127.999992
527,Procurement of 0623-2340J1112098 Horizontal machining center equipment procurement project(1),"0623-2340J1112098,Horizontal machining center equipment procurement project",Manufacture of Special-purpose Machinery,ChinaHunan,Currency,2023-10-20,27.6662087,111.7487063
528,"Procurement of 3230-234000360005 Junyuan Electronic Technology (Haining) Co., Ltd. 4 inverted type gas furnace equipment procurement(1)","3230-234000360005,Junyuan Electronic Technology (Haining) Co., Ltd. 4 inverted type gas furnace equipment procurement",Manufacture of Electrical Machinery and Apparatus ,ChinaZhejiang,Currency,2023-10-20,29.0000001,119.9999999
529,Procurement of 0811-234DSITC2703 Shanghai Traditional Chinese Medicine Hospital Jiading Campus Equipment and Materials Opening (Optical Interference Tomography Mobile System)(1),"0811-234DSITC2703,Shanghai Traditional Chinese Medicine Hospital Jiading Campus Equipment and Materials Opening (Optical Interference ",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-20,31.2312707,121.4700152
530,Procurement of 0712-234052303023 Sinopec Yuetai R&D Equipment Procurement(1),"0712-234052303023,Sinopec Yuetai R&D Equipment Procurement","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaTianjin,Currency,2023-10-20,39.3032619,117.4163641
531,Procurement of 0747-2340SCCZX502 International Bidding Procurement of Corrugated Pipe Lined Plastic Regulating Valve Framework Agreement for Sinochem Energy Quanzhou Petrochemical 260KMTA (2),"0747-2340SCCZX502,International Bidding Procurement of  Corrugated Pipe Lined Plastic Regulating Valve Framework Agreement ","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaFujian,Currency,2023-10-20,26.193218,118.2208721
532,Procurement of 0704-2340JDCP2138 Ultra low pressure burner and automation upgrading project of 1# boiler of power station(1),"0704-2340JDCP2138,Ultra low pressure burner and automation upgrading project of 1# boiler of power station",Petroleum and Natural Gas Extraction,ChinaGuangdong,Currency,2023-10-20,23.1357694,113.1982688
533,Procurement of 2890-234GK111AD04 Procurement of Single Crystal Furnace for Silicon Materials Used in Integrated Circuit Etching Equipment and Trial Application of Supporting Magnetic Fields(2),"2890-234GK111AD04,Procurement of Single Crystal Furnace for Silicon Materials Used in Integrated Circuit Etching Equipment and Trial Application ",Smelting and Pressing of Non-ferrous Metals,ChinaShandong,Currency,2023-10-20,36.398987,118.5055691
534,"Procurement of 0623-2340J1110256 Yixing CRRC Times Semiconductor Co., LTD. AMHS system equipment project (re-bid)(2)","0623-2340J1110256,Yixing CRRC Times Semiconductor Co., LTD. AMHS system equipment project (re-bid)","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-20,33.0000001,119.9999999
535,"Procurement of 0655-2340NIT3007T Jiaxing Zhapu Port Management Co. , Ltd. . 2 sets of tyre container Gantry crane procurement project(1)","0655-2340NIT3007T,Jiaxing Zhapu Port Management Co. , Ltd. . 2 sets of tyre container Gantry crane procurement project",Pipeline Transport,ChinaZhejiang,Currency,2023-10-20,29.0000001,119.9999999
536,Procurement of 0660-2340GMS93212/04 Semi-auto Prober(1),"0660-2340GMS93212/04,Semi-auto Prober","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaSichuan,Currency,2023-10-20,30.5000001,102.4999999
537,Procurement of 0660-2340GMS93212/03 Ink Jet Print Encapsulation Equipment(1),"0660-2340GMS93212/03,Ink Jet Print Encapsulation Equipment","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaSichuan,Currency,2023-10-20,30.5000001,102.4999999
538,Procurement of 0660-2340GMS93212/02 Automatic High-speed Die Bonder Software(1),"0660-2340GMS93212/02,Automatic High-speed Die Bonder Software","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaSichuan,Currency,2023-10-20,30.5000001,102.4999999
539,Procurement of 0660-2340GMS93212/01 Automatic High-speed Die Bonder Software(1),"0660-2340GMS93212/01,Automatic High-speed Die Bonder Software","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaSichuan,Currency,2023-10-20,30.5000001,102.4999999
540,"Procurement of 0736-234020230161 Procurement Project of Low Pressure Casting Electromagnetic Drive Equipment for Product Technology Department of FAW Casting Co., Ltd(1)","0736-234020230161,Procurement Project of Low Pressure Casting Electromagnetic Drive Equipment for Product Technology Department ","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaJilin,Currency,2023-10-20,43.7289674,126.1997366
541,Procurement of 0704-2340JDCP2193 CFD6-4 OIL FIELDQHD31-4-1d CFD6-4-5D WELL AREA DEVELOPMENT(1),"0704-2340JDCP2193,CFD6-4 OIL FIELDQHD31-4-1d CFD6-4-5D WELL AREA DEVELOPMENT",Petroleum and Natural Gas Extraction,ChinaTianjin,Currency,2023-10-20,39.3032619,117.4163641
542,Procurement of 4197-214BOECDCK01/13 Chengdu BOE G6 Flexible AMOLED Touch Integration Display Device Project(2),"4197-214BOECDCK01/13,Chengdu BOE G6 Flexible AMOLED Touch Integration Display Device Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaSichuan,Currency,2023-10-20,30.5000001,102.4999999
543,Procurement of 0730-234011020169/06 All-Electric Dynamic Test Instrument(1),"0730-234011020169/06,All-Electric Dynamic Test Instrument","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaFujian,Currency,2023-10-20,26.193218,118.2208721
544,Procurement of 0765-234HQZB00019 Shenzhen LNG Emergency Peak-shaving Receiving Terminal Project Temperature Meter (1),"0765-234HQZB00019,Shenzhen LNG Emergency Peak-shaving Receiving Terminal Project Temperature Meter ",Petroleum and Natural Gas Extraction,ChinaGuangdong,Currency,2023-10-20,23.1357694,113.1982688
545,Procurement of 0834-2340SH23D051 Differential scanning calorimeter(1),"0834-2340SH23D051,Differential scanning calorimeter",Education ,ChinaShanghai,Currency,2023-10-20,31.2312707,121.4700152
546,Procurement of 1028-234SZWK23013 Thorthoracic impedance tomography imaging(1),"1028-234SZWK23013,Thorthoracic impedance tomography imaging",Health ,ChinaJiangsu,Currency,2023-10-20,33.0000001,119.9999999
547,Procurement of 0811-234DSITC2765 Series triple quadrupole composite linear ion trap mass spectrometer(1),"0811-234DSITC2765,Series triple quadrupole composite linear ion trap mass spectrometer",Health ,ChinaShanghai,Currency,2023-10-20,31.2312707,121.4700152
548,Procurement of 1779-234HDZJ308HW Liquefied ethane high pressure pump module(2),"1779-234HDZJ308HW,Liquefied ethane high pressure pump module",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-20,31.2312707,121.4700152
549,"Procurement of 0866-2340SXQY2015 Procurement on Shuttle Car for SHCCIG Shenmu Hongliulin Mining Co.,Ltd.(1)","0866-2340SXQY2015,Procurement on Shuttle Car for SHCCIG Shenmu Hongliulin Mining Co.,Ltd.",Coal Mining and Dressing,ChinaShaanxi,Currency,2023-10-20,35.5895959,109.3013107
550,Procurement of 2521-234TXY202320 Food inspection ability improved(1),"2521-234TXY202320,Food inspection ability improved","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJilin,Currency,2023-10-20,43.7289674,126.1997366
551,Procurement of 0842-234GJ2300021/01 Virtual Reality Innovation Capacity Equipment Procurement Project (the Seventh Batch)(2),"0842-234GJ2300021/01,Virtual Reality Innovation Capacity Equipment Procurement Project (the Seventh Batch)",Research and Experimental Development,ChinaShandong,Currency,2023-10-20,36.398987,118.5055691
552,Procurement of 0842-234GJ2300021/03 Virtual Reality Innovation Capacity Equipment Procurement Project (the Seventh Batch)(2),"0842-234GJ2300021/03,Virtual Reality Innovation Capacity Equipment Procurement Project (the Seventh Batch)",Research and Experimental Development,ChinaShandong,Currency,2023-10-20,36.398987,118.5055691
553,Procurement of 0842-234GJ2300021/02 Virtual Reality Innovation Capacity Equipment Procurement Project (the Seventh Batch)(2),"0842-234GJ2300021/02,Virtual Reality Innovation Capacity Equipment Procurement Project (the Seventh Batch)",Research and Experimental Development,ChinaShandong,Currency,2023-10-20,36.398987,118.5055691
554,"Procurement of 1090-234SPCW10803 Wuhan institute of biological products co.,LTD Carbon dioxide incubator shaker procurement project(2)","1090-234SPCW10803,Wuhan institute of biological products co.,LTD Carbon dioxide incubator shaker procurement project",Research and Experimental Development,ChinaHubei,Currency,2023-10-20,31.15305035,112.88064226239663
555,"Procurement of 2928-234000000002 International Public Bidding for the Procurement of CNC Circular Table Surface Grinding Equipment by Beijing Guowang Optical Technology Co., Ltd(2)","2928-234000000002,International Public Bidding for the Procurement of CNC Circular Table Surface Grinding Equipment by Beijing Guowang ",Manufacture of Special-purpose Machinery,ChinaBeijing,Currency,2023-10-20,39.9057136,116.3912972
556,Procurement of 0720-2340zbzx0230 Emergency repair spare parts for Hong Kong Branch Submarine Pipeline(1),"0720-2340zbzx0230,Emergency repair spare parts for Hong Kong Branch Submarine Pipeline",Petroleum and Natural Gas Extraction,ChinaGuangdong,Currency,2023-10-20,23.1357694,113.1982688
557,Procurement of 0854-234HNWXZB045 ICB Procurement of Medical Equipment(1),"0854-234HNWXZB045,ICB Procurement of Medical Equipment",Health ,ChinaHenan,Currency,2023-10-19,34.0000001,113.9999999
558,"Procurement of 0613-234024165102 Clean room GDL main equipment (impregnation, screen printing equipment line)(1)","0613-234024165102,Clean room GDL main equipment (impregnation, screen printing equipment line)",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
559,Procurement of 0613-234024165100 Standard single pool testing equipment (at room temperature)(1),"0613-234024165100,Standard single pool testing equipment (at room temperature)",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
560,Procurement of 0613-234024165101 Energy flow data acquisition system(1),"0613-234024165101,Energy flow data acquisition system",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
561,Procurement of 0613-234024165099 Standard single pool testing equipment 100W (high temperature)(1),"0613-234024165099,Standard single pool testing equipment 100W (high temperature)",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
562,"Procurement of 0613-234024165098 CCM roll to roll coating, heat transfer printing, and roller press equipment(1)","0613-234024165098,CCM roll to roll coating, heat transfer printing, and roller press equipment",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
563,Procurement of 0613-234024165097 Multi nozzle ultrasonic spraying machine(1),"0613-234024165097,Multi nozzle ultrasonic spraying machine",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
564,Procurement of 0613-234024165096 Standard electrolytic water single cell testing equipment (1kw)(1),"0613-234024165096,Standard electrolytic water single cell testing equipment (1kw)",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
565,Procurement of 0613-234024165095 Standard single pool testing equipment(1),"0613-234024165095,Standard single pool testing equipment",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
566,Procurement of 0613-234024165094 Micro infrared spectrometer(1),"0613-234024165094,Micro infrared spectrometer",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
567,Procurement of 0613-234024164882 SMVIC High and low temperature environment cabin (including sunlight simulation system)(2),"0613-234024164882,SMVIC High and low temperature environment cabin (including sunlight simulation system)",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
568,Procurement of 0613-234024164883 SMVIC Changing from two wheel drive to four wheel drive with rotating hub(2),"0613-234024164883,SMVIC Changing from two wheel drive to four wheel drive with rotating hub",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
569,Procurement of 0613-234024164885 SMVIC HIII-05F&HIII-50M(2),"0613-234024164885,SMVIC HIII-05F&HIII-50M",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
570,Procurement of 0613-234024164884 SMVIC THOR-50M Dummy(2),"0613-234024164884,SMVIC THOR-50M Dummy",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
571,Procurement of 0613-234024164881 SMVIC Controller update and 2 actuating cylinders(2),"0613-234024164881,SMVIC Controller update and 2 actuating cylinders",Professional Technical Services,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
572,"Procurement of 0613-234025125084/01 Chuzhou HKC Optoelectronics Technology Co., Ltd.LCD panel Turnover Mechanism(1)","0613-234025125084/01,Chuzhou HKC Optoelectronics Technology Co., Ltd.LCD panel Turnover Mechanism",Manufacture of Special-purpose Machinery,ChinaAnhui,Currency,2023-10-19,32.0,117.0
573,"Procurement of 0613-234025125084/02 Chuzhou HKC Optoelectronics Technology Co., Ltd.LCD panel Turnover Mechanism(1)","0613-234025125084/02,Chuzhou HKC Optoelectronics Technology Co., Ltd.LCD panel Turnover Mechanism",Manufacture of Special-purpose Machinery,ChinaAnhui,Currency,2023-10-19,32.0,117.0
574,"Procurement of 0613-234025125084/03 Chuzhou HKC Optoelectronics Technology Co., Ltd.After Beveling Cleaner(1)","0613-234025125084/03,Chuzhou HKC Optoelectronics Technology Co., Ltd.After Beveling Cleaner",Manufacture of Special-purpose Machinery,ChinaAnhui,Currency,2023-10-19,32.0,117.0
575,Procurement of 0747-2340SCCZX505 International Competitive Bidding Procurement of SAR Unit Catalyst for Sinochem Energy Quanzhou Petrochemical 260KMTA Acrylonitrile Project(1),"0747-2340SCCZX505,International Competitive Bidding Procurement of SAR Unit Catalyst for Sinochem Energy Quanzhou ",Manufacture of Raw Chemical Materials and Chemical  Products,ChinaFujian,Currency,2023-10-19,26.193218,118.2208721
576,Procurement of 1069-234Z20233796 Shanghai Normal University fluorescence spectrometer project(2),"1069-234Z20233796,Shanghai Normal University fluorescence spectrometer project",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
577,Procurement of 1069-234Z20233818 Shanghai University of Traditional Chinese Medicine multi-modal small animal photoacoustic/ultrasonic imaging system project(1),"1069-234Z20233818,Shanghai University of Traditional Chinese Medicine multi-modal small animal photoacoustic/ultrasonic imaging system project",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
578,Procurement of 1069-234Z20233795 Shanghai Normal University desktop scanning electron microscope project(2),"1069-234Z20233795,Shanghai Normal University desktop scanning electron microscope project",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
579,"Procurement of 0655-2340NIT2011N Procurement of Visual High Temperature Recorder Equipment Project for the Civil Aerospace Technology Innovation Center of Ningbo Research Institute, Northwestern (1)","0655-2340NIT2011N,Procurement of Visual High Temperature Recorder Equipment Project for the Civil Aerospace Technology Innovation Center ",Education ,ChinaZhejiang,Currency,2023-10-19,29.0000001,119.9999999
580,Procurement of 1289-234023ZB1481 Procurement of laser annealing equipment for Yandong Group(1),"1289-234023ZB1481,Procurement of laser annealing equipment for Yandong Group",Manufacture of Electrical Machinery and Apparatus ,ChinaBeijing,Currency,2023-10-19,39.9057136,116.3912972
581,"Procurement of 1539-234001LMI007 Jining Medical Development Group Co., LTD. Medical Equipment procurement project (the second batch)(1)","1539-234001LMI007,Jining Medical Development Group Co., LTD. Medical Equipment procurement project (the second batch)",Health ,ChinaShandong,Currency,2023-10-19,36.398987,118.5055691
582,"Procurement of 4197-2340SHJT0002/41 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/41,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
583,Procurement of 1297-2343070594S3 Tongji University temperature and salt depth sensor (containing dissolved oxygen) procurement project(2),"1297-2343070594S3,Tongji University temperature and salt depth sensor (containing dissolved oxygen) procurement project",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-19,31.2312707,121.4700152
584,"Procurement of 0721-2340033G0387 Baosteel Zhanjiang Iron & Steel Co., Ltd. High-grade Zero-carbon Sheet Plant Project Steelmaking Engineering Ladle's Slide Gates(2)","0721-2340033G0387,Baosteel Zhanjiang Iron & Steel Co., Ltd. High-grade Zero-carbon Sheet Plant Project  Steelmaking Engineering  Ladle's Slide Gates",Smelting and Pressing of Ferrous Metals,ChinaGuangdong,Currency,2023-10-19,23.1357694,113.1982688
585,Procurement of 0729-234OIT571929 Infrared spectral ellipsometry(1),"0729-234OIT571929,Infrared spectral ellipsometry",Research and Experimental Development,ChinaBeijing,Currency,2023-10-19,39.9057136,116.3912972
586,Procurement of 0712-234042303035 Catalyst company static particle size and shape analyzer 1(1),"0712-234042303035,Catalyst company static particle size and shape analyzer 1","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaHunan,Currency,2023-10-19,27.6662087,111.7487063
587,Procurement of 0687-234020230069 Sichuan University West China Hospital protein purification system and other procurement projects(1),"0687-234020230069,Sichuan University West China Hospital protein purification system and other procurement projects",Health ,ChinaSichuan,Currency,2023-10-19,30.5000001,102.4999999
588,Procurement of 0712-234052301022 Sinopec Petroleum Engineering & Construction Corporation Shengli Project(2),"0712-234052301022,Sinopec Petroleum Engineering & Construction Corporation Shengli Project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaShandong,Currency,2023-10-19,36.398987,118.5055691
589,Procurement of 4197-214BOECQ0001/396 BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project(2),"4197-214BOECQ0001/396,BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaChongqing,Currency,2023-10-19,29.5656729,106.5479189
590,Procurement of 4197-214BOECQ0001/397 BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project(2),"4197-214BOECQ0001/397,BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaChongqing,Currency,2023-10-19,29.5656729,106.5479189
591,Procurement of 0729-234OIT571928 Electron beam evaporator(1),"0729-234OIT571928,Electron beam evaporator",Research and Experimental Development,ChinaBeijing,Currency,2023-10-19,39.9057136,116.3912972
592,Procurement of 0712-234022303117 Gas chromatography for Sinopec Gas Company(1),"0712-234022303117,Gas chromatography for Sinopec Gas Company","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaShandong,Currency,2023-10-19,36.398987,118.5055691
593,Procurement of 0655-2340NIT2010N Fluorescence microscope of Ningbo Research Institute of Dalian University of Technology(1),"0655-2340NIT2010N,Fluorescence microscope of Ningbo Research Institute of Dalian University of Technology",Education ,ChinaZhejiang,Currency,2023-10-19,29.0000001,119.9999999
594,Procurement of 5243-234CQZT00003 Procurement project of lithium-ion battery separator small cutting equipment(1),"5243-234CQZT00003,Procurement project of lithium-ion battery separator small cutting equipment",Manufacture of Rubber and Plastic Products,ChinaChongqing,Currency,2023-10-19,29.5656729,106.5479189
